mixCode;loadSize;aggregate1_name;aggregate1_target;aggregate1_actual;aggregate2_name;aggregate2_target;aggregate2_actual;aggregate3_name;aggregate3_target;aggregate3_actual;total_cement_target;total_cement_actual;admixture1_name;admixture1_target;admixture1_actual;admixture2_name;admixture2_target;admixture2_actual;admixture3_name;admixture3_target;admixture3_actual;admixture4_name;admixture4_target;admixture4_actual;total_water_target;total_water_actual;ResistenciaConvertida;water_to_cement_ratio
C-6000-2-28-8;43.5;GRAVA FINA;38277.0;38190.0;GRAVA COMÚN;0.0;0.0;ARENA;39819.0;39945.0;17835.0;17538.0;EUCON RD 12;75.27;72.51;PLASTOL HR-CMB-100;21.33;20.25;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;7335.0;6051.0;420.0;0.3450222374273007
C-6000-2-28-8-COLUMNAS;24.0;GRAVA FINA;18402.0;18255.0;GRAVA COMÚN;0.0;0.0;ARENA;23994.0;24000.0;10800.0;10809.0;ESTABILIZADOR;42.48;42.27;PLASTOL;51.6;49.89;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;3684.0;3690.0;420.0;0.3413821815154039
C-6000-2-28-8-I;21.0;GRAVA FINA;18354.0;18210.0;GRAVA COMÚN;0.0;0.0;ARENA;18714.0;18690.0;9132.0;9114.0;EUCON RD 12;36.96;36.12;PLASTOL HR-CMB-100;21.24;20.73;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;3606.0;3372.0;420.0;0.36998025016458197
C-6000-2-28-8-M;1209.0;GRAVA;1061602.0;1067140.0;ARENA;1045832.0;1040780.0;N/A;0.0;0.0;531960.0;532438.0;PLASTOL HDCMB;1679.86;1661.96;EUCON RD12;1679.86;1656.52;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;200594.0;194836.0;420.0;0.36593180802271813
C-6000-2-28-8-T;109.5;GRAVA;88812.0;89175.0;ARENA;103626.0;103020.0;N/A;0.0;0.0;47088.0;47127.0;PLASTOL HDCMB;134.64;133.65;EUCON RD12;198.24;197.55;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;18012.0;17511.0;420.0;0.3715704373289197
C-6000-2-28-8-T;5651.25;GRAVA FINA;4641279.0;4623015.0;GRAVA COMÚN;0.0;0.0;ARENA;5278602.0;5239680.0;2430120.0;2418405.0;EUCON RD 12;10229.31;10140.36;PLASTOL HR-CMB-100;6950.52;6842.76;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;941712.0;938493.0;420.0;0.38806279345270955
C-6000-2-28-8-T;73.5;GRAVA FINA;61896.0;62070.0;GRAVA COMÚN;0.0;0.0;ARENA;69423.0;69360.0;31608.0;31302.0;EUCON RD 12;132.99;131.58;PLASTOL HR-CMB-100;97.71;97.17;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;11493.0;11310.0;420.0;0.3613187655740847
C-6000-2-28-8-T-CLG;60.0;GRAVA;50844.0;51060.0;ARENA;56136.0;55785.0;N/A;0.0;0.0;25800.0;25770.0;PLASTOL HDCMB;30.9;30.75;EUCON RD12;42.06;41.91;MAPEPLAST R18A;79.74;75.39;DYNAMON;45.0;44.01;9636.0;9375.0;420.0;0.36379511059371356
C-6000-2-28-8-T-CLG;793.5;GRAVA FINA;679236.0;678270.0;GRAVA COMÚN;0.0;0.0;ARENA;730956.0;726645.0;341217.0;338538.0;WR155-CM;1690.02;1680.69;PLASTOL HR-CMB-100;1007.61;997.8;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;132372.0;132696.0;420.0;0.3919678145437144
C-6000-2-28-8-T-CLG;1587.75;GRAVA FINA;1333242.0;1331325.0;GRAVA COMÚN;0.0;0.0;ARENA;1477569.0;1473135.0;682761.0;679050.0;EUCON RD 12;2894.19;2881.8;PLASTOL HR-CMB-100;2127.15;2109.6;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;273399.0;273840.0;420.0;0.40326927324939255
C-6000-2-28-9-M;2072.25;ARENA;2058417.0;2053590.0;"GRAVA 1""";0.0;0.0;GRAVA 1/2;1592604.0;1581315.0;975639.0;976677.0;EUCOESTABILIZADOR;5046.45;5142.9;PLASTOL HR PLUS;5370.93;5372.88;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;249121.86;249015.0;420.0;0.2549614662780018
C-6000-2-28-9-M;2435.25;GRAVA;2088936.0;2095860.0;ARENA;2192247.0;2183325.0;ARENA CALIZA;0.0;0.0;1083621.0;1083411.0;PLASTOL HDCMB;3457.8;3448.77;EUCON RD12;3432.51;3423.48;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;357966.0;352569.0;420.0;0.32542497722470975
C-6000-2-28-9-M;1374.75;GRAVA;1181217.0;1186245.0;ARENA;1208337.0;1204410.0;N/A;0.0;0.0;630648.0;630654.0;PLASTOL HDCMB;2019.12;2009.97;EUCON RD12;1943.16;1935.54;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;227394.0;221127.0;420.0;0.35063124946484125
C-6000-2-28-9-M;1130.25;GRAVA;973203.0;976185.0;ARENA;1000752.0;996675.0;N/A;0.0;0.0;525606.0;525765.0;PLASTOL HDCMB;2000.94;1986.96;EUCON WR155-CM;2170.08;2162.76;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;173529.0;168840.0;420.0;0.32113206470571454
C-6000-2-3-6-ASH25;5060.25;GRAVA DE 3/4;4918971.0;4895185.0;ARENA;3223655.0;3216890.0;ARENA CALIZA;0.0;0.0;2986691.0;2985182.0;EUCON WR155CM;14939.29;14871.52;PLASTOL HR 100;4215.12;4156.29;ADMX3;0.0;0.0;ADMX4;0.0;0.0;834078.0;816902.0;420.0;0.2736523267258077
C-6000-2-3-8-ASH25;599.75;GRAVA DE 3/4;508939.0;509365.0;ARENA;424268.0;423700.0;ARENA CALIZA;0.0;0.0;366430.0;366566.0;EUCON WR155CM;1915.67;1936.54;PLASTOL HR 100;488.3;521.3;ADMX3;0.0;0.0;ADMX4;0.0;0.0;103053.0;103460.0;420.0;0.28224112438142107
C-6000-2-3-8-ASH25;46.0;GRAVA DE 3/4;38627.0;38970.0;ARENA;28011.0;28045.0;ARENA CALIZA;0.0;0.0;28520.0;28580.0;EUCON WR60;106.26;107.08;PLASTOL 8000;85.56;85.69;ADMX3;0.0;0.0;ADMX4;0.0;0.0;7416.0;7136.0;420.0;0.24968509447165854
C-6000-2-7-6;164.0;GRAVA FINA;141204.0;141110.0;GRAVA COMÚN;0.0;0.0;ARENA;143728.0;142380.0;76260.0;75994.0;WR155-CM;388.68;384.24;PLASTOL HR-CMB-100;155.8;154.24;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;26996.0;26864.0;420.0;0.3535015922309656
C-6000-2-7-6;338.0;GRAVA FINA;332656.0;332420.0;GRAVA COMÚN;0.0;0.0;ARENA;272280.0;269920.0;152096.0;151132.0;EUCON RD 12;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R18A;605.04;597.94;DYNAMON SX;344.0;344.94;51172.0;51306.0;420.0;0.33947807214885
C-6000-2-7-6-AC045-I-F;12.0;GRAVA;11654.0;11780.0;ARENA;9600.0;9510.0;N/A;0.0;0.0;5580.0;5512.0;PLASTOL HDCMB;0.0;0.0;EUCON RD12;0.0;0.0;MAPEPLAST;25.08;25.1;DYNAMON;12.0;12.72;1546.0;1438.0;420.0;0.26088534107402034
C-6000-2-7-6-AC045-I-F;21.0;GRAVA;20306.0;20530.0;ARENA;16434.0;16490.0;N/A;0.0;0.0;9762.0;9760.0;PLASTOL HDCMB;5.36;5.26;EUCON RD12;9.8;9.64;MAPEPLAST R18A;29.58;29.2;DYNAMON;18.0;16.86;3164.0;3042.0;420.0;0.3116803278688525
C-6000-2-7-8;81.0;GRAVA FINA;75784.0;75630.0;GRAVA COMÚN;0.0;0.0;ARENA;63576.0;64020.0;38468.0;38370.0;ESTABILIZADOR;176.56;172.96;PLASTOL;197.56;191.28;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;13812.0;13760.0;420.0;0.3586135001303101
C-6000-3-28-8-ASH25;48.5;GRAVA DE 3/4;47897.0;48240.0;ARENA;36950.0;37020.0;ARENA CALIZA;0.0;0.0;23765.0;23746.0;EUCON WR60;88.27;88.77;PLASTOL 8000;71.3;71.45;ADMX3;0.0;0.0;ADMX4;0.0;0.0;4732.0;3993.0;420.0;0.16815463657036975
C-6000-4-28-4-I;11.0;GRAVA;9926.0;9920.0;ARENA;9870.0;9830.0;N/A;0.0;0.0;4456.0;4448.0;PLASTOL HDCMB;5.28;5.12;EUCON RD12;18.48;18.3;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;1786.0;1756.0;420.0;0.3947841726618705
C-6000-4-28-4-I;38.5;GRAVA FINA;0.0;0.0;GRAVA COMÚN;37954.0;37900.0;ARENA;30476.0;30380.0;15592.0;15610.0;EUCON WR 155 CM;15.78;12.14;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;81.62;74.68;DYNAMON SX;16.0;14.98;5644.0;4864.0;420.0;0.311595131326073
C-6000-4-28-6;175.0;ARENA;162030.0;161325.0;"GRAVA 1""";159060.0;159475.0;GRAVA 1/2;0.0;0.0;70000.0;69935.0;ADIFLOW H 264;143.6;141.25;ADICONTROL 142;306.2;305.95;3;0.0;0.0;4;0.0;0.0;22090.0;21374.95;420.0;0.30564023736326607
C-6000-4-28-6;3280.0;ARENA;2848315.0;2840275.0;"GRAVA 1""";2112485.0;2102125.0;GRAVA 1/2;865375.0;863450.0;1506590.0;1507490.0;EUCOESTABILIZADOR;6577.05;6716.05;PLASTOL HR PLUS;6541.95;6536.05;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;450261.85;450765.0;420.0;0.2990169089015516
C-6000-4-28-6;108.75;GRAVA;100955.0;100400.0;ARENA;89095.0;88525.0;---;0.0;0.0;48395.0;48575.0;EUCON WR 340;261.0;200.6;PLASTOL HR-CM 200;339.3;268.3;---;0.0;0.0;---;0.0;0.0;18855.0;14995.0;420.0;0.30869788986103963
C-6000-4-28-6;140.0;GRAVA;134600.0;134125.0;ARENA;122720.0;122250.0;ARENA CALIZA;0.0;0.0;55280.0;55305.0;PLASTOL HDCMB;68.8;68.7;EUCON WR 155;289.6;289.75;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;17640.0;17460.0;420.0;0.31570382424735555
C-6000-4-28-6;6483.75;GRAVA;5846820.0;5852575.0;ARENA;5895340.0;5875650.0;N/A;0.0;0.0;2593500.0;2596840.0;PLASTOL HDCMB;3112.2;3068.4;EUCON RD12;10892.7;10848.85;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;979160.0;951030.0;420.0;0.366225874524422
C-6000-4-28-6;120.0;"GRAVA 1""";109470.0;109850.0;"GRAVA 1/2""";0.0;0.0;ARENA;109440.0;108050.0;48600.0;48640.0;PLASTOL HRCMB 100;102.0;101.5;EUCON WR155 CM;259.2;259.05;NAMEAD3;0.0;0.0;NAMEAD4;0.0;0.0;13770.0;13600.0;420.0;0.27960526315789475
C-6000-4-28-6;3271.25;GRAVA FINA;0.0;0.0;GRAVA COMÚN;3003935.0;3003550.0;ARENA;2879460.0;2856900.0;1326125.0;1316850.0;EUCON RD 12;5510.95;5476.65;PLASTOL HR-CMB-100;1683.7;1625.7;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;523495.0;524265.0;420.0;0.3981205148650188
C-6000-4-28-6;5788.75;GRAVA FINA;0.0;0.0;GRAVA COMÚN;5367955.0;5351550.0;ARENA;5029715.0;4992750.0;2381900.0;2367115.0;EUCON WR 155 CM;12551.45;12200.2;PLASTOL HR-CMB-100;3231.25;3028.6;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;912015.0;914060.0;420.0;0.3861493843771849
C-6000-4-28-6-AC045;6.0;GRAVA FINA;1770.0;1800.0;GRAVA COMÚN;4086.0;4150.0;ARENA;4814.0;4890.0;2730.0;2716.0;ESTABILIZADOR;15.3;16.14;PLASTOL;13.8;13.96;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;810.0;774.0;420.0;0.2849779086892489
C-6000-4-28-6-CLG;88.0;ARENA;70632.0;70940.0;"GRAVA 1""";59136.0;59120.0;GRAVA 1/2;25600.0;25330.0;43120.0;43082.0;EUCOESTABILIZADOR;242.0;242.68;PLASTOL HR PLUS;217.36;215.58;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;10251.2;8674.0;420.0;0.20133698528387725
C-6000-4-28-6-CLG;416.0;ARENA;359068.0;359630.0;"GRAVA 1""";391564.0;392180.0;"GRAVA 1/2""";0.0;0.0;170560.0;170690.0;ADIFLOW H264;399.36;396.42;ADICONTROL 142;752.96;752.2;ADX3;0.0;0.0;ADX4;0.0;0.0;60568.0;59243.46;420.0;0.3470821957935437
C-6000-4-28-6-CLG;300.0;GRAVA;282300.0;282700.0;ARENA;257756.0;256830.0;AG3;0.0;0.0;123000.0;123074.0;PLASTOL HRCMB 100;294.0;290.74;EUCON WR155 CM;654.0;651.52;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;44944.0;43764.0;420.0;0.3555909452849505
C-6000-4-28-6-CLG;384.0;"GRAVA 1""";365668.0;367190.0;"GRAVA 1/2""";0.0;0.0;ARENA;337636.0;336250.0;157440.0;157496.0;PLASTOL HRCMB 100;376.32;375.42;EUCON WR155 CM;837.12;835.64;ADMX3;0.0;0.0;ADMX4;0.0;0.0;45460.0;45072.0;420.0;0.28617869660181844
C-6000-4-28-6-CLG;444.0;"GRAVA 1/2""";0.0;0.0;"GRAVA 1""";418248.0;419830.0;ARENA;380620.0;379600.0;182040.0;181342.0;EUCON WR155 CM;967.92;953.68;PLASTOL HRCMB 100;435.12;425.02;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;70112.0;70380.0;420.0;0.38810645079463113
C-6000-4-28-6-CLG;1400.0;GRAVA FINA;407956.0;403510.0;GRAVA COMÚN;934724.0;935030.0;ARENA;1093742.0;1095100.0;669520.0;669742.0;ESTABILIZADOR;3912.74;4008.6;PLASTOL;3375.6;3410.58;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;212684.0;210054.0;420.0;0.3136342054104416
C-6000-4-28-6-I;16.0;ARENA;13852.0;13750.0;"GRAVA 1""";10104.0;10040.0;GRAVA 1/2;4404.0;4440.0;7440.0;7434.0;EUCOESTABILIZADOR;33.28;35.32;PLASTOL HR PLUS;29.44;29.66;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;2384.24;2392.0;420.0;0.3217648641377455
C-6000-4-28-6-I;7.0;GRAVA;6876.0;6880.0;ARENA;5636.0;5590.0;N/A;0.0;0.0;2836.0;2838.0;PLASTOL HDCMB;0.0;0.0;EUCON RD12;0.0;0.0;MAPEPLAST;14.84;0.0;DYNAMON;2.0;2.32;956.0;930.0;420.0;0.3276955602536998
C-6000-4-28-6-I;40.0;GRAVA;39176.0;39140.0;ARENA;31612.0;31420.0;N/A;0.0;0.0;16204.0;16254.0;PLASTOL HDCMB;22.84;22.64;EUCON RD12;69.24;69.02;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;6172.0;6004.0;420.0;0.36938599729297406
C-6000-4-28-6-I;119.5;GRAVA;110198.0;110250.0;ARENA;109212.0;108810.0;N/A;0.0;0.0;48934.0;48984.0;PLASTOL HDCMB;93.1;91.58;EUCON WR155-CM;260.26;259.5;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;15110.0;14478.0;420.0;0.29556589906908376
C-6000-4-28-6-I;10.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;9978.0;9970.0;ARENA;7988.0;7940.0;4050.0;4014.0;EUCON RD 12;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R18A;16.1;15.74;DYNAMON SX;4.0;3.52;1274.0;1282.0;420.0;0.3193821624314898
C-6000-4-28-6-I;210.5;GRAVA FINA;0.0;0.0;GRAVA COMÚN;207578.0;207050.0;ARENA;165936.0;165340.0;85252.0;85174.0;EUCON WR 155 CM;7.38;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;445.66;418.78;DYNAMON SX;84.0;69.58;31496.0;31182.0;420.0;0.3660976354286519
C-6000-4-28-6-P;31.5;GRAVA;29812.0;29910.0;ARENA;25874.0;25740.0;ARENA CALIZA;0.0;0.0;13860.0;13856.0;PLASTOL HDCMB;26.5;26.48;EUCON WR 155;57.32;57.24;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;4542.0;4486.0;420.0;0.32375866050808316
C-6000-4-28-6-P;1117.5;GRAVA;1036586.0;1037820.0;ARENA;924944.0;921260.0;N/A;0.0;0.0;491700.0;492078.0;PLASTOL HDCMB;905.64;894.7;EUCON RD12;1584.22;1577.26;MAPEPLAST;0.0;0.0;DYNAMON;0.0;0.0;177364.0;173022.0;420.0;0.35161498786777706
C-6000-4-28-6-P;41.5;GRAVA;38692.0;38680.0;ARENA;34558.0;34280.0;N/A;0.0;0.0;18466.0;18476.0;PLASTOL HDCMB;48.94;48.44;EUCON WR155-CM;75.94;75.62;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;6184.0;6010.0;420.0;0.3252868586274085
C-6000-4-28-6-P;1390.5;GRAVA FINA;0.0;0.0;GRAVA COMÚN;1319536.0;1319580.0;ARENA;1105924.0;1100100.0;612416.0;608044.0;EUCON RD 12;1905.94;1883.82;PLASTOL HR-CMB-100;1167.94;1152.68;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;233160.0;233104.0;420.0;0.3833669931781253
C-6000-4-28-6-P;31.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;29480.0;29550.0;ARENA;25364.0;25050.0;13640.0;13548.0;EUCON RD 12;47.76;47.76;PLASTOL HR-CMB-100;35.32;34.34;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;4588.0;4600.0;420.0;0.33953351048125185
C-6000-4-28-6-P;696.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;658594.0;655310.0;ARENA;560074.0;558470.0;306240.0;305562.0;EUCON WR 155 CM;1266.9;1236.62;PLASTOL HR-CMB-100;584.42;538.38;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;111926.0;109492.0;420.0;0.3583298970421715
C-6000-4-28-6-P;403.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;370332.0;371000.0;ARENA;327334.0;326190.0;177320.0;176078.0;WR155-CM;701.16;699.92;PLASTOL HR-CMB-100;459.3;438.04;MAPEPLAST R18A;0.0;0.0;DYNAMON SX;0.0;0.0;68426.0;66514.0;420.0;0.37775304126580267
C-6000-4-28-7;456.0;ARENA;404397.0;404070.0;"GRAVA 1""";289971.0;289080.0;GRAVA 1/2;124659.0;123720.0;214263.0;214326.0;EUCOESTABILIZADOR;935.7;927.27;PLASTOL HR PLUS;987.13;972.93;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;50755.95;50364.0;420.0;0.2349878222894096
C-6000-4-28-8;2111.25;ARENA;1861040.0;1854175.0;"GRAVA 1""";1040470.0;1032355.0;GRAVA 1/2;807440.0;799900.0;971210.0;971450.0;EUCOESTABILIZADOR;4855.92;4945.5;PLASTOL HR PLUS;4074.91;4027.15;ISORETARD;0.0;0.0;PLASTOL 8000;0.0;0.0;294034.05;290110.0;420.0;0.29863605949868754
C-6000-4-28-8;70.0;GRAVA;65180.0;64750.0;ARENA;58170.0;57825.0;---;0.0;0.0;31155.0;31135.0;EUCON WR 340;168.0;167.55;PLASTOL HR-CM 200;249.15;248.75;---;0.0;0.0;---;0.0;0.0;11050.0;10710.0;420.0;0.3439858679942187
C-6000-4-28-8;485.0;GRAVA;446550.0;447325.0;ARENA;454540.0;452450.0;N/A;0.0;0.0;203700.0;203875.0;PLASTOL HDCMB;0.0;0.0;EUCON RD12;0.0;0.0;MAPEPLAST;911.8;911.2;DYNAMON;415.0;414.6;63520.0;62735.0;420.0;0.3077130594727161
C-6000-4-28-8;150.0;GRAVA;137955.0;137825.0;ARENA;139200.0;138500.0;N/A;0.0;0.0;63000.0;63085.0;PLASTOL HDCMB;175.65;174.65;EUCON RD12;265.65;264.25;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;21210.0;20535.0;420.0;0.3255131964809384
C-6000-4-28-8;48.75;GRAVA COMUN;42355.0;42275.0;GRAVA FINA;0.0;0.0;ARENA;42820.0;42550.0;22910.0;23035.0;ESTABILIZADOR;94.1;91.95;PLASTOL;112.1;1.25;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;7595.0;7615.0;420.0;0.3305838940742349
C-6000-4-28-8;48.75;GRAVA FINA;9925.0;10300.0;GRAVA COMÚN;32585.0;32825.0;ARENA;43240.0;43175.0;22910.0;22930.0;ESTABILIZADOR;94.1;99.95;PLASTOL;112.1;113.0;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;7030.0;7055.0;420.0;0.3076755342346271
C-6000-4-28-8;413.75;GRAVA FINA;0.0;0.0;GRAVA COMÚN;381690.0;382200.0;ARENA;373960.0;372900.0;173775.0;172600.0;EUCON RD 12;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;794.4;781.35;DYNAMON SX;360.0;341.65;67320.0;67370.0;420.0;0.390324449594438
C-6000-4-28-8-CLG;6.0;GRAVA;5619.0;5565.0;ARENA;5151.0;5115.0;N/A;0.0;0.0;2430.0;2415.0;PLASTOL HDCMB;6.78;6.72;EUCON RD12;10.26;10.14;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;927.0;912.0;420.0;0.37763975155279506
C-6000-4-28-8-CLG;2889.0;GRAVA FINA;638787.0;638934.0;GRAVA COMÚN;1911762.0;1925040.0;ARENA;2497848.0;2515635.0;1356282.0;1355658.0;ESTABILIZADOR;7656.09;7545.78;PLASTOL;6943.86;6827.91;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;435459.0;427614.0;420.0;0.31542911265230605
C-6000-4-28-8-CLG;1448.25;GRAVA FINA;16596.0;16500.0;GRAVA COMÚN;1341438.0;1336485.0;ARENA;1246227.0;1238895.0;589770.0;589647.0;EUCON WR 155 CM;2617.08;2552.04;PLASTOL HR-CMB-100;1667.88;1563.27;MAPEPLAST R 11;200.19;198.39;DYNAMON SX;171.0;168.09;217620.0;218259.0;420.0;0.37015197228172114
C-6000-4-28-8-J;66.5;GRAVA;61338.0;61535.0;ARENA;53958.0;53785.0;ARENA CALIZA;0.0;0.0;31588.0;31589.0;EUCON WR 40;175.56;168.15;PLASTOL HR CM 200;189.52;181.97;AIRTOC D;0.0;0.0;EUCO ESTABILIZADOR 1;0.0;0.0;13382.0;14895.0;420.0;0.47152489790749946
C-6000-4-28-8-T;60.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;52920.0;52560.0;ARENA;53490.0;53505.0;24900.0;24945.0;EUCON WR 155 CM;136.74;133.29;PLASTOL HR-CMB-100;71.4;32.22;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;9390.0;7728.0;420.0;0.30980156343956705
C-6000-4-28-8-T-CLG;1219.0;GRAVA;1058958.0;1059530.0;ARENA;1118862.0;1115070.0;N/A;0.0;0.0;505928.0;506490.0;PLASTOL HDCMB;1523.7;1516.08;EUCON RD12;2133.68;2126.24;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;190698.0;185558.0;420.0;0.3663606389069872
C-6000-4-28-8-T-CLG;884.9;GRAVA FINA;236758.0;238360.0;GRAVA COMÚN;546678.0;546860.0;ARENA;798198.0;804950.0;384942.0;385160.0;ESTABILIZADOR;2088.28;2059.34;PLASTOL;2044.14;2031.0;ADITIVO 3;0.0;0.0;ADITIVO 4;0.0;0.0;126220.0;125796.0;420.0;0.32660712431197425
C-6000-4-28-8-T-CLG;156.0;GRAVA FINA;44360.0;44330.0;GRAVA COMÚN;94046.0;93980.0;ARENA;141216.0;141430.0;67428.0;67218.0;ESTABILIZADOR;358.6;353.88;PLASTOL;351.1;349.7;MAPEPLAST;2.92;3.04;DYNAMON;6.0;6.24;21870.0;21536.0;420.0;0.32039037162664763
C-6000-4-28-8-T-CLG;214.0;GRAVA FINA;57352.0;57460.0;GRAVA COMÚN;132518.0;132670.0;ARENA;192724.0;193220.0;92316.0;92328.0;ESTABILIZADOR;497.86;472.3;PLASTOL;489.18;456.36;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;30968.0;28168.0;420.0;0.3050862143661728
C-6000-4-28-8-T-CLG;10.0;GRAVA FINA;0.0;0.0;GRAVA COMÚN;8864.0;8880.0;ARENA;8914.0;8940.0;4150.0;4138.0;EUCON WR 155 CM;22.8;23.04;PLASTOL HR-CMB-100;11.9;11.8;MAPEPLAST R 11;0.0;0.0;DYNAMON SX;0.0;0.0;1522.0;1526.0;420.0;0.36877718704688256
C-6000-4-3-6;37.5;GRAVA;34050.0;34215.0;ARENA;29424.0;29220.0;N/A;0.0;0.0;19122.0;19128.0;PLASTOL HDCMB;40.08;39.6;EUCON WR155-CM;101.58;101.43;MAPEPLAST R18A;0.0;0.0;DYNAMON;0.0;0.0;5712.0;5529.0;420.0;0.2890526976160603
C-6000-4-3-6;13.5;GRAVA FINA;0.0;0.0;GRAVA COMÚN;13134.0;13290.0;ARENA;9993.0;9960.0;6954.0;6966.0;WR155-CM;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R18A;30.51;30.06;DYNAMON SX;18.0;16.62;2010.0;2013.0;420.0;0.288975021533161
C-6000-4-3-6-I;49.0;GRAVA FINA;12878.0;12890.0;GRAVA COMÚN;33100.0;32990.0;ARENA;37156.0;37040.0;24012.0;23976.0;ESTABILIZADOR;140.12;139.9;PLASTOL;121.04;121.6;ADITIVO 3;120.04;0.0;ADITIVO 4;0.0;0.0;7332.0;7290.0;420.0;0.30405405405405406
C-6000-4-3-6-I;63.0;GRAVA FINA;7800.0;7890.0;GRAVA COMÚN;53720.0;54050.0;ARENA;46964.0;47050.0;32444.0;32426.0;EUCON WR 155 CM;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;142.38;139.64;DYNAMON SX;80.0;77.32;8508.0;8324.0;420.0;0.25670758033676677
C-6000-4-7-6;24.0;GRAVA;23574.0;23715.0;ARENA;19092.0;19020.0;N/A;0.0;0.0;10800.0;10770.0;PLASTOL HDCMB;0.0;0.0;EUCON RD12;0.0;0.0;MAPEPLAST R18A;42.0;41.73;DYNAMON;27.0;25.53;3558.0;3531.0;420.0;0.32785515320334263
C-6000-4-7-6;444.75;GRAVA FINA;0.0;0.0;GRAVA COMÚN;439290.0;439530.0;ARENA;347394.0;345555.0;200136.0;199095.0;EUCON RD 12;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;880.62;870.15;DYNAMON SX;489.0;468.84;69906.0;70026.0;420.0;0.3517215399683568
C-6000-4-7-6;132.75;GRAVA FINA;0.0;0.0;GRAVA COMÚN;131079.0;130410.0;ARENA;104421.0;104430.0;59736.0;59472.0;EUCON WR 155 CM;0.0;0.0;PLASTOL HR-CMB-100;0.0;0.0;MAPEPLAST R 11;262.86;257.91;DYNAMON SX;0.0;0.0;20178.0;20433.0;420.0;0.3435734463276836
